# TOTAL_GENES = 11740
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x423         COVAR   11740    -0.022934    -0.031131     0.029567      0.78102
x424         COVAR   11740     0.039545     0.051296     0.029799     0.092262
x425         COVAR   11740   -0.0036643   -0.0045365     0.045752      0.53192
x426         COVAR   11740    -0.054283    -0.069269     0.035454      0.93711
x427         COVAR   11740     0.015262     0.019679     0.032279      0.31818
x428         COVAR   11740    -0.081851     -0.10569     0.041252      0.97637
x429         COVAR   11740      0.11209      0.13443     0.049207     0.011377
x430         COVAR   11740     0.058602     0.075027     0.034634     0.045333
x431         COVAR   11740    -0.065222    -0.081136      0.04327      0.93412
x432         COVAR   11740    -0.085095     -0.11328     0.035196      0.99218
x433         COVAR   11740      0.03839     0.050207     0.026042     0.070236
x434         COVAR   11740     -0.10405     -0.13289     0.045057      0.98953
x435         COVAR   11740    -0.018037    -0.023259     0.034463      0.69964
x436         COVAR   11740    -0.018308    -0.024853     0.027222      0.74937
x437         COVAR   11740     0.058262     0.072821     0.039402     0.069634
x438         COVAR   11740     0.032134     0.039788      0.04703      0.24723
x439         COVAR   11740    -0.034023    -0.043671     0.041874      0.79174
x440         COVAR   11740    -0.025043    -0.031398     0.040161      0.73354
x441         COVAR   11740    -0.010183    -0.013166     0.033672      0.61883
x442         COVAR   11740      0.10944      0.13421     0.034484    0.0007549
x443         COVAR   11740    -0.062994    -0.082593     0.037305      0.95434
x444         COVAR   11740   -0.0041796   -0.0052695     0.041013      0.54058
x445         COVAR   11740    -0.016981    -0.022286     0.036967        0.677
x446         COVAR   11740     0.045609     0.057516     0.037469      0.11177
x447         COVAR   11740    0.0048249    0.0064462     0.024521      0.42201
x448         COVAR   11740    0.0054746    0.0071268     0.032483      0.43308
x449         COVAR   11740     0.080789      0.10144     0.041262      0.02513
x450         COVAR   11740    -0.026347    -0.035543     0.030224      0.80831
x451         COVAR   11740    -0.030295    -0.039336     0.034807      0.80794
x452         COVAR   11740     0.033606     0.042669     0.037848       0.1873
x453         COVAR   11740    0.0043423    0.0052605     0.043395      0.46015
x454         COVAR   11740    -0.086321     -0.11183     0.042723      0.97832
x455         COVAR   11740    -0.024783    -0.030861     0.041128       0.7266
x456         COVAR   11740    -0.082911     -0.10505     0.040138      0.98056
x457         COVAR   11740    -0.027654    -0.036078     0.032251      0.80439
x458         COVAR   11740    -0.059996    -0.075091     0.042514      0.92089
x459         COVAR   11740     -0.01021    -0.013013     0.037297      0.60785
x460         COVAR   11740     0.015058      0.01884     0.044731       0.3682
x461         COVAR   11740     0.065792      0.08467      0.03221      0.02056
x462         COVAR   11740    -0.076664    -0.098067      0.04201      0.96598
x463         COVAR   11740     0.011854     0.015194     0.027023      0.33045
x464         COVAR   11740     -0.10077     -0.12899     0.038608      0.99547
x465         COVAR   11740     0.017333     0.021075      0.04749      0.35757
x466         COVAR   11740    -0.071702     -0.09172     0.039585      0.96494
x467         COVAR   11740    -0.025943    -0.035159     0.029905      0.80716
x468         COVAR   11740     0.037758     0.048971     0.030548      0.10824
x469         COVAR   11740     0.068964     0.086576     0.032337     0.016486
x470         COVAR   11740     0.042722      0.05394     0.031719     0.089021
x471         COVAR   11740    -0.044943     -0.05787     0.034007      0.90684
x472         COVAR   11740    -0.014604    -0.018252     0.037756      0.65054
x473         COVAR   11740    -0.034832    -0.045143     0.036775      0.82821
x474         COVAR   11740    -0.078683     -0.10037       0.0376       0.9818
x475         COVAR   11740    0.0083826     0.010752     0.027265      0.37925
x476         COVAR   11740    -0.058247    -0.074251     0.036065      0.94683
x477         COVAR   11740    -0.080625     -0.10541     0.035048      0.98928
x478         COVAR   11740    0.0069447    0.0090272     0.032222      0.41468
x479         COVAR   11740    -0.081532     -0.10264     0.040344      0.97834
x480         COVAR   11740     -0.01139    -0.015734     0.027245      0.66204
x481         COVAR   11740     0.052799     0.064284     0.047744       0.1344
x482         COVAR   11740     0.013967     0.017495     0.042554      0.37137
x483         COVAR   11740     0.050366     0.064156     0.041573      0.11286
x484         COVAR   11740    0.0061558    0.0078905     0.036325      0.43272
x485         COVAR   11740    -0.087106     -0.11463     0.037188      0.99041
x486         COVAR   11740     0.018383     0.023434     0.030973      0.27642
x487         COVAR   11740      0.02191     0.027683     0.043992      0.30923
x488         COVAR   11740    -0.086177     -0.10899      0.03902      0.98639
x489         COVAR   11740     0.048124     0.059087      0.04178      0.12471
x490         COVAR   11740     0.042002     0.052946     0.034671      0.11287
x491         COVAR   11740     0.022112     0.028683     0.026446      0.20156
x492         COVAR   11740   -0.0038018   -0.0048656     0.034832      0.54346
x493         COVAR   11740    0.0096575     0.012075     0.034872      0.39092
x494         COVAR   11740     0.048602     0.060998     0.040351      0.11421
x495         COVAR   11740    0.0094389     0.012085     0.035663      0.39563
x496         COVAR   11740    -0.033362    -0.042714     0.036926      0.81686
x497         COVAR   11740   -0.0032825   -0.0042334     0.037641      0.53475
x498         COVAR   11740     0.024955     0.031606     0.039647      0.26454
x499         COVAR   11740    0.0083007     0.010657      0.03414      0.40395
x500         COVAR   11740    -0.011709    -0.015216     0.034044      0.63456
x501         COVAR   11740     0.019394     0.026025     0.025517      0.22363
x502         COVAR   11740     -0.10266     -0.13275     0.039688      0.99515
x503         COVAR   11740    -0.035679    -0.047295     0.029218      0.88897
x504         COVAR   11740    -0.016376    -0.020441     0.036976      0.67107
x505         COVAR   11740    -0.055304    -0.072596     0.038154      0.92639
x506         COVAR   11740     0.027297     0.035097     0.032098      0.19755
x507         COVAR   11740     0.043376     0.055349     0.034192       0.1023
x508         COVAR   11740    0.0059235    0.0077663     0.036556      0.43564
x509         COVAR   11740    -0.030123    -0.039962     0.033686      0.81439
x510         COVAR   11740    -0.040284    -0.050543     0.044372      0.81802
x511         COVAR   11740     0.018443     0.023034     0.039408       0.3199
x512         COVAR   11740     0.020297     0.026095     0.031229      0.25787
x513         COVAR   11740     0.047684     0.061431     0.028858     0.049244
x514         COVAR   11740     -0.13042     -0.17109     0.039662      0.99949
x515         COVAR   11740     0.022376     0.028289     0.034625      0.25907
x516         COVAR   11740    -0.023485    -0.030221     0.034804      0.75008
x517         COVAR   11740     0.034559     0.042839     0.046549      0.22892
x518         COVAR   11740    -0.047091    -0.059279      0.04372      0.85927
x519         COVAR   11740     0.013329     0.017015     0.035176      0.35238
x520         COVAR   11740     0.014713     0.018333     0.043754      0.36834
x521         COVAR   11740     0.046607     0.058561     0.045061      0.15051
x522         COVAR   11740     0.039603     0.051466     0.029852      0.09233
x523         COVAR   11740    -0.089534     -0.11427     0.036916      0.99234
x524         COVAR   11740    -0.018058    -0.022366     0.046086       0.6524
x525         COVAR   11740     0.030212     0.040093     0.027447      0.13552
x526         COVAR   11740      0.07569       0.0951     0.033973     0.012953
x527         COVAR   11740    -0.027359    -0.034456     0.038094      0.76368
x528         COVAR   11740    -0.024643    -0.032039     0.037871      0.74238
x529         COVAR   11740     0.053315     0.069009     0.034215     0.059605
x530         COVAR   11740    -0.041632    -0.053967     0.037816      0.86452
x531         COVAR   11740     0.021111     0.027483     0.031334      0.25025
x532         COVAR   11740     0.089338      0.11002     0.038791     0.010648
x533         COVAR   11740   0.00036172   0.00047026     0.030751      0.49531
x534         COVAR   11740     -0.10123     -0.12944     0.039893      0.99441
x535         COVAR   11740     0.044066     0.055617       0.0415      0.14417
x536         COVAR   11740     0.049662     0.062876     0.038902      0.10088
x537         COVAR   11740     0.010094     0.012781       0.0392       0.3984
x538         COVAR   11740    0.0014827    0.0018741     0.040832      0.48552
x539         COVAR   11740     0.013537     0.017592     0.034272      0.34643
x540         COVAR   11740    -0.029367    -0.037607     0.036033      0.79245
x541         COVAR   11740     0.060452     0.074044     0.049405      0.11056
x542         COVAR   11740     0.040666     0.051521     0.033847       0.1148
x543         COVAR   11740     0.080212     0.099502     0.044316     0.035163
x544         COVAR   11740    -0.002863    -0.003548     0.044019      0.52593
x545         COVAR   11740    -0.097508     -0.13167     0.029061       0.9996
x546         COVAR   11740    -0.022033    -0.028451     0.034015      0.74142
x547         COVAR   11740     -0.10479      -0.1338     0.037137      0.99761
x548         COVAR   11740     0.031572     0.038666     0.045982      0.24617
x549         COVAR   11740      0.03803     0.048309     0.039249       0.1663
x550         COVAR   11740    -0.064399    -0.082122     0.036717      0.96027
x551         COVAR   11740     0.016818      0.02144     0.030346      0.28973
x552         COVAR   11740    0.0016413    0.0021414     0.035305      0.48146
x553         COVAR   11740     0.080628      0.10062     0.040708     0.023829
x554         COVAR   11740     0.019807     0.025803     0.030119       0.2554
x555         COVAR   11740      0.11187       0.1356     0.042543    0.0042809
x556         COVAR   11740     0.078296      0.10054     0.030363     0.004965
x557         COVAR   11740     0.031226     0.040112     0.035676      0.19073
x558         COVAR   11740     0.043923     0.053862     0.041283      0.14369
x559         COVAR   11740     0.024608     0.031022     0.033078      0.22846
x560         COVAR   11740    -0.016147    -0.019707     0.044441      0.64182
x561         COVAR   11740     0.017921     0.022882     0.030715       0.2798
x562         COVAR   11740    -0.010942    -0.014366     0.033157       0.6293
x563         COVAR   11740    -0.013684    -0.017893     0.033695      0.65767
x564         COVAR   11740   -0.0089395    -0.011045     0.046625      0.57602
x565         COVAR   11740    -0.025669    -0.032694     0.036631      0.75826
x566         COVAR   11740    -0.023806    -0.031222      0.03437      0.75573
x567         COVAR   11740     0.029089      0.03726      0.03511       0.2037
x568         COVAR   11740    -0.041074    -0.056583     0.029952      0.91485
x569         COVAR   11740     0.012817     0.016637     0.034703      0.35595
x570         COVAR   11740    -0.047461    -0.058703     0.043768      0.86089
x571         COVAR   11740     0.003106    0.0039738      0.03651       0.4661
x572         COVAR   11740     0.076906     0.098924     0.033305     0.010477
x573         COVAR   11740    -0.029716    -0.038316     0.035037      0.80181
x574         COVAR   11740    -0.053818    -0.069601     0.034198      0.94221
x575         COVAR   11740    -0.069048    -0.086616     0.041818      0.95063
x576         COVAR   11740      0.11849        0.144     0.036302   0.00055085
x577         COVAR   11740     0.094745      0.11962     0.036171    0.0044107
x578         COVAR   11740    0.0078822     0.010028     0.041076      0.42391
x579         COVAR   11740     0.045569     0.057223     0.030867     0.069946
x580         COVAR   11740   -0.0059934   -0.0076559     0.036494      0.56522
x581         COVAR   11740     0.028871     0.035447     0.041042       0.2409
x582         COVAR   11740     0.013337     0.016828     0.040653      0.37143
x583         COVAR   11740    -0.075394    -0.099327     0.034404      0.98578
x584         COVAR   11740    -0.014786    -0.019076     0.035427      0.66179
x585         COVAR   11740    -0.068486    -0.085271     0.044016      0.94013
x586         COVAR   11740    0.0082421     0.010204     0.044683      0.42683
x587         COVAR   11740     0.067138     0.082864     0.045601     0.070486
x588         COVAR   11740    -0.010608    -0.014014     0.033637      0.62376
x589         COVAR   11740     -0.05519    -0.070371     0.036615      0.93412
x590         COVAR   11740    -0.017499    -0.022903     0.034132      0.69591
x591         COVAR   11740    -0.017521    -0.023685     0.029998      0.72041
x592         COVAR   11740     0.014605     0.018559     0.035034      0.33839
x593         COVAR   11740     0.082327      0.10463     0.036067     0.011237
x594         COVAR   11740     0.092899       0.1178     0.034844    0.0038416
x595         COVAR   11740     0.022763     0.031787     0.025053      0.18179
x596         COVAR   11740    -0.058871     -0.07623      0.03307      0.96246
x597         COVAR   11740    -0.040807    -0.051514     0.042644      0.83069
x598         COVAR   11740    0.0015354    0.0019326     0.034325      0.48216
x599         COVAR   11740     0.020739     0.026132     0.034111       0.2716
x600         COVAR   11740    -0.069458     -0.09031     0.036665       0.9709
x601         COVAR   11740    -0.026463      -0.0348     0.032994      0.78873
x602         COVAR   11740     0.056904     0.070955     0.044144     0.098705
x603         COVAR   11740     0.031612     0.039947     0.034291       0.1783
x604         COVAR   11740    0.0099298     0.012657     0.034488      0.38671
x605         COVAR   11740    -0.025802    -0.034124     0.029892      0.80597
x606         COVAR   11740     0.040222     0.051183      0.03456      0.12226
x607         COVAR   11740    -0.023421    -0.029563      0.04252      0.70912
x608         COVAR   11740     0.018545     0.023782     0.028234      0.25565
x609         COVAR   11740    -0.015187    -0.019053     0.041693      0.64216
x610         COVAR   11740     0.043143     0.057099     0.028501     0.065065
x611         COVAR   11740    -0.070499    -0.088688     0.040872      0.95771
x612         COVAR   11740    0.0031663    0.0041128     0.032096      0.46071
x613         COVAR   11740    -0.088391     -0.11222     0.037785      0.99033
x614         COVAR   11740     -0.03141    -0.041024     0.032043      0.83651
x615         COVAR   11740     0.076444     0.095467     0.035747      0.01625
x616         COVAR   11740     -0.01017    -0.012877     0.036092      0.61094
x617         COVAR   11740    -0.024419    -0.030436     0.046737      0.69932
x618         COVAR   11740     0.017063      0.02239     0.032985      0.30248
x619         COVAR   11740      0.03398     0.041143     0.038107      0.18628
x620         COVAR   11740     0.010244      0.01268     0.044086      0.40813
x621         COVAR   11740    -0.020566    -0.026424     0.041291      0.69078
x622         COVAR   11740    -0.009326    -0.012066     0.038481      0.59574
x623         COVAR   11740     -0.10469     -0.13564     0.037449       0.9974
x624         COVAR   11740     0.049853     0.063639     0.031342     0.055862
x625         COVAR   11740    -0.030705    -0.038845      0.03996      0.77887
x626         COVAR   11740    0.0074864    0.0093561     0.038575      0.42306
x627         COVAR   11740      0.03452     0.044966      0.02778      0.10702
x628         COVAR   11740      0.03147     0.040524     0.026891      0.12095
x629         COVAR   11740     -0.12199      -0.1597      0.03812      0.99931
x630         COVAR   11740     0.044686     0.059061     0.030109     0.068896
x631         COVAR   11740    -0.062015    -0.078371     0.038503      0.94636
x632         COVAR   11740     0.044773     0.057234      0.03538      0.10286
x633         COVAR   11740     0.030718     0.040307     0.025658      0.11562
x634         COVAR   11740    -0.079988      -0.1054     0.038075      0.98216
x635         COVAR   11740   -0.0083753     -0.01052     0.038311      0.58652
x636         COVAR   11740    -0.012807    -0.015702     0.044347      0.61363
x637         COVAR   11740     0.028331     0.037192     0.032363      0.19068
x638         COVAR   11740  -0.00084914   -0.0010738     0.033863         0.51
x639         COVAR   11740     0.073432     0.091591     0.043067     0.044104
x640         COVAR   11740     -0.04044    -0.052214     0.034669      0.87827
x641         COVAR   11740     0.021711     0.028673     0.030961      0.24158
x642         COVAR   11740     0.014092     0.017688     0.034833       0.3429
x643         COVAR   11740    -0.028558    -0.037927     0.030968      0.82176
x644         COVAR   11740     0.016597     0.021448     0.030719      0.29451
x645         COVAR   11740   0.00064324   0.00082743     0.034526      0.49257
x646         COVAR   11740     0.018112     0.023289     0.033678      0.29536
x647         COVAR   11740    -0.018068    -0.022907     0.038263      0.68161
x648         COVAR   11740     0.057244     0.073358     0.034747     0.049746
x649         COVAR   11740     0.047664     0.061231     0.036103     0.093394
x650         COVAR   11740    -0.014844    -0.019477     0.026615      0.71148
x651         COVAR   11740     0.026373     0.033577     0.034122       0.2198
x652         COVAR   11740    0.0029428    0.0039433     0.030434      0.46149
x653         COVAR   11740     0.031484     0.040721     0.031753      0.16073
x654         COVAR   11740     0.067598     0.084674     0.035151      0.02725
x655         COVAR   11740      0.10264      0.12598     0.040599    0.0057393
x656         COVAR   11740     0.016663     0.020317     0.045437      0.35691
x657         COVAR   11740    -0.055768    -0.072343      0.03316      0.95368
x658         COVAR   11740     0.070642     0.085548     0.051343     0.084445
x659         COVAR   11740     0.013283     0.017205     0.033915      0.34766
x660         COVAR   11740     0.060005     0.074248     0.039785      0.06576
x661         COVAR   11740    -0.027866    -0.035593     0.034872      0.78788
x662         COVAR   11740    -0.029685    -0.037674     0.044594      0.74718
x663         COVAR   11740    -0.066929      -0.0848      0.03977      0.95379
x664         COVAR   11740    -0.087462     -0.11374     0.037026      0.99091
x665         COVAR   11740    -0.022958    -0.029706     0.035397      0.74169
x666         COVAR   11740    -0.021076     -0.02672     0.040519      0.69852
x667         COVAR   11740    -0.074143    -0.095169     0.038968      0.97144
x668         COVAR   11740    -0.013229    -0.016511      0.03607       0.6431
x669         COVAR   11740    0.0041249    0.0052518     0.030911      0.44692
x670         COVAR   11740     0.023671     0.030632     0.026553      0.18635
x671         COVAR   11740     -0.12212     -0.16088     0.038424      0.99926
x672         COVAR   11740     0.052406      0.06561     0.040515     0.097933
x673         COVAR   11740     0.044164     0.054845     0.034547      0.10057
x674         COVAR   11740    -0.022931    -0.028836     0.039647      0.71849
x675         COVAR   11740     0.062069     0.077396     0.044823      0.08308
x676         COVAR   11740     0.019303     0.024189     0.035383       0.2927
x677         COVAR   11740     -0.05349    -0.070098     0.036782      0.92705
x678         COVAR   11740     0.028191     0.035909     0.035775      0.21535
x679         COVAR   11740     -0.08804     -0.11357     0.038323      0.98919
x680         COVAR   11740     0.044686     0.057167     0.032839     0.086808
x681         COVAR   11740     -0.12668     -0.16047     0.045652      0.99723
x682         COVAR   11740     0.009337     0.011673     0.035688      0.39681
x683         COVAR   11740     0.060679     0.076215     0.038692     0.058426
x684         COVAR   11740    -0.013525    -0.017622     0.030374      0.67194
x685         COVAR   11740      0.11993       0.1517      0.03433   0.00023945
x686         COVAR   11740    0.0066647    0.0083705     0.034681      0.42381
x687         COVAR   11740   -0.0038791   -0.0048519     0.038909      0.53971
x688         COVAR   11740     0.049355      0.06324     0.028526     0.041815
x689         COVAR   11740    -0.093269     -0.11939     0.040343       0.9896
x690         COVAR   11740     0.045495     0.056504     0.033018     0.084132
x691         COVAR   11740    -0.079656     -0.10509     0.034797      0.98896
x692         COVAR   11740     0.046913     0.059591     0.034372     0.086163
x693         COVAR   11740     0.023423     0.030187     0.033446      0.24187
x694         COVAR   11740    -0.043795    -0.056138     0.037938      0.87581
x695         COVAR   11740    -0.015122     -0.01901      0.03669      0.65989
x696         COVAR   11740    -0.045478    -0.057981     0.037921      0.88478
x697         COVAR   11740    0.0071235    0.0092948     0.028648      0.40182
x698         COVAR   11740     -0.02053    -0.025954     0.037884      0.70605
x699         COVAR   11740    0.0069716    0.0093068     0.026374      0.39576
x700         COVAR   11740      0.11085      0.13462     0.048625     0.011325
x701         COVAR   11740     0.063226     0.077099     0.049097     0.098925
x702         COVAR   11740    -0.031593    -0.040467      0.03676      0.80494
x703         COVAR   11740     0.045155     0.057588     0.034262     0.093777
x704         COVAR   11740     0.046156     0.058116     0.044718      0.15101
x705         COVAR   11740     -0.13316     -0.17649     0.036006      0.99989
x706         COVAR   11740    -0.032409    -0.041574     0.036126      0.81516
x707         COVAR   11740    -0.055119    -0.068886     0.045618      0.88652
x708         COVAR   11740    -0.089053     -0.11899     0.036585      0.99253
x709         COVAR   11740    -0.036184    -0.045945     0.038037      0.82926
x710         COVAR   11740     0.012176     0.015671     0.035251       0.3649
x711         COVAR   11740    -0.036733    -0.047345     0.031502      0.87819
x712         COVAR   11740    -0.040497    -0.052232     0.037852      0.85765
x713         COVAR   11740     0.053785     0.072023     0.024268     0.013345
x714         COVAR   11740   -0.0089372    -0.011581     0.035942      0.59818
x715         COVAR   11740   -0.0094277    -0.012093     0.036614       0.6016
x716         COVAR   11740   -0.0038534   -0.0049776     0.033349      0.54599
x717         COVAR   11740    0.0049068     0.006262     0.039261      0.45027
x718         COVAR   11740    -0.029196    -0.038036     0.031695      0.82151
x719         COVAR   11740     0.023977       0.0296     0.040105      0.27497
x720         COVAR   11740    -0.038926    -0.048568     0.036688      0.85564
x721         COVAR   11740    -0.023736    -0.029948     0.034688      0.75309
x722         COVAR   11740    0.0046573    0.0058385     0.036298      0.44895
x723         COVAR   11740    -0.016506    -0.021737     0.028584      0.71818
x724         COVAR   11740     0.015292     0.019246     0.033549      0.32427
x725         COVAR   11740    -0.028454    -0.036146     0.036744      0.78064
x726         COVAR   11740    -0.025536    -0.031693     0.043938      0.71944
x727         COVAR   11740   -0.0068653   -0.0085126     0.042969      0.56347
x728         COVAR   11740     -0.14199      -0.1812     0.044874      0.99922
x729         COVAR   11740     0.027966     0.036335     0.026705      0.14751
x730         COVAR   11740     0.051939     0.067433     0.032171     0.053227
x731         COVAR   11740    -0.039465    -0.050312     0.041712      0.82795
x732         COVAR   11740      0.10192      0.12933     0.031472   0.00060246
x733         COVAR   11740     0.015885     0.020553     0.031397      0.30646
x734         COVAR   11740    -0.057211    -0.073453     0.036761      0.94017
x735         COVAR   11740     0.058923     0.074842     0.032562     0.035193
x736         COVAR   11740   -0.0035489   -0.0045882     0.034232      0.54128
x737         COVAR   11740    -0.046212    -0.061119     0.032791      0.92061
x738         COVAR   11740     0.042755     0.054094     0.039023      0.13663
x739         COVAR   11740     -0.10512      -0.1348     0.039918      0.99577
x740         COVAR   11740     0.065723      0.08164     0.042511     0.061066
x741         COVAR   11740    -0.075245     -0.09707     0.037249       0.9783
x742         COVAR   11740     -0.13275     -0.17449     0.039455      0.99962
x743         COVAR   11740      0.12506      0.15626     0.036006   0.00025796
x744         COVAR   11740  -0.00028099    -0.000368     0.027789      0.50403
x745         COVAR   11740    -0.049873    -0.065633       0.0323       0.9387
x746         COVAR   11740    -0.071276    -0.092175     0.036596      0.97426
x747         COVAR   11740   -0.0038559   -0.0050987     0.033885       0.5453
x748         COVAR   11740   -0.0027205   -0.0034137     0.041242       0.5263
x749         COVAR   11740      0.06116     0.079768     0.032394     0.029526
x750         COVAR   11740   -0.0010072   -0.0012409     0.045594      0.50881
x751         COVAR   11740    -0.037512    -0.048366     0.036159      0.85022
x752         COVAR   11740     0.077498     0.098082     0.032993    0.0094229
x753         COVAR   11740    -0.051016    -0.067293     0.034339       0.9313
x754         COVAR   11740      0.01729     0.021809     0.040464      0.33459
x755         COVAR   11740     0.024851     0.030821      0.03792      0.25613
x756         COVAR   11740    -0.020038    -0.026331     0.031326       0.7388
x757         COVAR   11740    -0.027395    -0.035611      0.03257      0.79985
x758         COVAR   11740     0.052134     0.065413     0.034597     0.065934
x759         COVAR   11740    -0.037835    -0.051268     0.029236      0.90218
x760         COVAR   11740     0.007399    0.0092885     0.042172      0.43036
x761         COVAR   11740    -0.055071    -0.070602     0.035998      0.93696
x762         COVAR   11740     0.026374     0.033457      0.04034      0.25663
x763         COVAR   11740     0.026444      0.03479     0.028902      0.18011
x764         COVAR   11740     0.061458     0.082438     0.022985    0.0037551
x765         COVAR   11740    -0.074574    -0.096511        0.033      0.98807
x766         COVAR   11740    -0.028641    -0.037536     0.031249       0.8203
x767         COVAR   11740    -0.055702    -0.071089     0.038759      0.92465
x768         COVAR   11740    -0.013235    -0.016535     0.041428      0.62532
x769         COVAR   11740    -0.046817    -0.060591     0.034014      0.91564
x770         COVAR   11740    -0.061202    -0.077842     0.036648      0.95252
x771         COVAR   11740     0.025364     0.032832     0.032983      0.22096
x772         COVAR   11740   -0.0065936   -0.0084714     0.038153       0.5686
x773         COVAR   11740    0.0064704    0.0079339      0.04616      0.44426
x774         COVAR   11740     0.038215     0.047965     0.034446      0.13364
x775         COVAR   11740       0.1007      0.12529     0.035584    0.0023324
x776         COVAR   11740     0.012042     0.015099     0.040059      0.38187
x777         COVAR   11740    0.0039255    0.0050726     0.034457      0.45465
x778         COVAR   11740     0.059501      0.07443     0.035028     0.044704
x779         COVAR   11740     0.061665     0.076706     0.044627     0.083535
x780         COVAR   11740     0.027395     0.035122     0.033195      0.20462
x781         COVAR   11740      0.10358      0.13064     0.031414   0.00048979
x782         COVAR   11740     0.022134     0.027372     0.039618       0.2882
x783         COVAR   11740     0.032587     0.044416     0.022014     0.069409
x784         COVAR   11740     0.046274     0.058179        0.032     0.074093
x785         COVAR   11740      0.13532      0.17324     0.032607    1.676e-05
x786         COVAR   11740    0.0099721      0.01238     0.039519      0.40039
x787         COVAR   11740   -0.0025969   -0.0033041     0.036411      0.52843
x788         COVAR   11740    -0.051132    -0.065283     0.036586      0.91887
x789         COVAR   11740     0.044299     0.055837     0.038482      0.12485
x790         COVAR   11740    -0.026567    -0.033339     0.040621      0.74344
x791         COVAR   11740    -0.020511     -0.02813     0.025911      0.78569
x792         COVAR   11740     0.039306      0.05142     0.028311     0.082525
x793         COVAR   11740     0.047211      0.05978       0.0337     0.080631
x794         COVAR   11740    -0.010776    -0.013585      0.03921      0.60827
x795         COVAR   11740     0.022194     0.028291     0.035876      0.26809
x796         COVAR   11740    -0.054033    -0.069888     0.037805      0.92352
x797         COVAR   11740     -0.10437     -0.13151     0.040161      0.99532
x798         COVAR   11740     0.037682     0.045738     0.037626      0.15831
x799         COVAR   11740  -0.00059318  -0.00077389     0.038077      0.50621
x800         COVAR   11740   0.00061276   0.00081958     0.029211      0.49163
x801         COVAR   11740     0.018142     0.023329     0.037766      0.31549
x802         COVAR   11740    -0.048796    -0.063133     0.034185      0.92325
x803         COVAR   11740    0.0039041    0.0050464     0.033961      0.45424
x804         COVAR   11740     0.057455     0.073446     0.035832     0.054431
x805         COVAR   11740    -0.006159   -0.0080248     0.035423      0.56901
x806         COVAR   11740     -0.06813    -0.088775     0.036667      0.96841
x807         COVAR   11740     -0.05676    -0.071867     0.038745      0.92852
x808         COVAR   11740    -0.028732    -0.035761     0.043933      0.74343
x809         COVAR   11740     0.055822     0.074589      0.02771     0.021989
x810         COVAR   11740     0.034995     0.044648     0.029616      0.11869
x811         COVAR   11740     0.011116      0.01456     0.034801       0.3747
x812         COVAR   11740     0.018108     0.022243     0.040284      0.32654
x813         COVAR   11740   -0.0031851   -0.0040197     0.035563      0.53568
x814         COVAR   11740     0.056522     0.072358      0.03608     0.058623
x815         COVAR   11740    -0.017947    -0.023183     0.034558      0.69823
x816         COVAR   11740     0.063818     0.079724     0.046649     0.085664
x817         COVAR   11740     0.022135     0.029692     0.026356      0.20051
x818         COVAR   11740      0.05925     0.077405     0.028081     0.017443
x819         COVAR   11740    0.0085424     0.011676     0.026263       0.3725
x820         COVAR   11740     0.059571     0.075629     0.031261     0.028365
x821         COVAR   11740   -0.0034827   -0.0050772     0.019008      0.57269
x822         COVAR   11740     0.010422     0.013404      0.03627      0.38693
x823         COVAR   11740     0.071221     0.089444     0.036362     0.025088
x824         COVAR   11740      0.01644     0.020552      0.03463      0.31749
x825         COVAR   11740     0.086185      0.10786      0.03856     0.012715
x826         COVAR   11740    -0.028023    -0.036605     0.034344      0.79273
x827         COVAR   11740    -0.090558     -0.11876     0.036234      0.99377
x828         COVAR   11740    -0.022269    -0.028098     0.036784      0.72754
x829         COVAR   11740    -0.024077    -0.029926     0.042085      0.71637
x830         COVAR   11740    -0.032563    -0.042225     0.034597      0.82669
x831         COVAR   11740    -0.018911    -0.024851     0.036206      0.69927
x832         COVAR   11740    -0.016487    -0.021222     0.036074      0.67617
x833         COVAR   11740    -0.033341    -0.041659     0.041956      0.78659
x834         COVAR   11740     0.044203     0.057229     0.033708     0.094882
x835         COVAR   11740    0.0058834    0.0077928     0.032599      0.42839
x836         COVAR   11740     0.022702     0.029828     0.024709      0.17911
x837         COVAR   11740  -0.00030955  -0.00040364     0.027876      0.50443
x838         COVAR   11740     0.034426     0.043268     0.034095      0.15632
x839         COVAR   11740    -0.015751     -0.02026     0.034769      0.67473
x840         COVAR   11740   -0.0027241   -0.0034758     0.036054      0.53011
x841         COVAR   11740   -0.0047387   -0.0060075     0.036314      0.55191
x842         COVAR   11740     0.087343      0.11034      0.03608    0.0077511
x843         COVAR   11740    0.0082447     0.010495     0.035643      0.40854
x844         COVAR   11740     -0.10336     -0.13405     0.040906      0.99424
x845         COVAR   11740    0.0092176     0.012071       0.0333      0.39097
x846         COVAR   11740     0.041437     0.052991     0.032519      0.10131
x847         COVAR   11740    -0.062868     -0.08059     0.035893      0.96006
x848         COVAR   11740     0.005793    0.0074368     0.030426       0.4245
x849         COVAR   11740    -0.082138     -0.10416     0.041277      0.97669
x850         COVAR   11740     0.030891     0.037449     0.039528      0.21727
x851         COVAR   11740     0.015555     0.020448      0.02563      0.27197
